cell_line,context,spearman_rho,rank
OE33,C,0.8208472,89
SNU-308,C,0.82020664,90
BICR 6,C,0.8199645,91
PK-8,C,0.8198632,92
RL95-2,C,0.81970257,93
HuP-T4,C,0.8196992,94
YAPC,C,0.81965894,95
SW780,C,0.8189876,96
RERF-LC-Ad1,C,0.8185584,97
NCI-H1650,C,0.8185395,98
647V,C,0.81800145,99
SNU-C5,C,0.8178882,100
MS751,C,0.8178837,101
Panc 10.05,C,0.8177736,102
EBC-1,C,0.8176972,103
CAPAN-2,C,0.81755555,104
SW837,C,0.81750834,105
NCI-H322,C,0.8172857,106
YD-8,C,0.8171905,107
EPLC-272H,C,0.817009,108
SNU-478,C,0.8169784,109
HCC78,C,0.8167896,110
Panc 05.04,C,0.8166873,111
KYSE-140,C,0.8165481,112
PC-14,C,0.81635314,113
CaR-1,C,0.81631625,114
TE-1,C,0.81602937,115
SW1990,C,0.81577104,116
NCI-H3122,C,0.8155449,117
HCC827,C,0.8154587,118
DU145,C,0.81535655,119
HuP-T3,C,0.8153087,120
NCI-H747,C,0.81495225,121
NCI-N87,C,0.8149276,122
EC-GI-10,C,0.8148495,123
HCT 15,C,0.81480783,124
Ca Ski,C,0.814613,125
EFO-27,C,0.8144356,126
T.T,C,0.8143723,127
HMEL,C,0.8143358,128
NCI-H2122,C,0.8140999,129
MDA-MB-468,C,0.8137724,130
RMUG-S,C,0.81341016,131
Panc 08.13,C,0.8133103,132
HCC1493,C,0.8131025,133
VM-CUB-1,C,0.8129905,134
PK-45P,C,0.8129777,135
SNU-503,C,0.81289893,136
CAL-85-1,C,0.8126117,137
RERF-LC-Ad2,C,0.8125924,138
MCAS,C,0.8125547,139
OVCA433,C,0.8122998,140
SiHa,C,0.81229514,141
JH-EsoAd1,C,0.8120328,142
BICR 18,C,0.81192046,143
Calu-3,C,0.8118939,144
SF172,C,0.811811,145
JIMT-1,C,0.81176466,146
DAN-G,C,0.811666,147
HCC2935,C,0.81139636,148
KCI-MOH1,C,0.8113752,149
NCI-H2087,C,0.81108856,150
HCT 116,C,0.8109771,151
PaTu 8902,C,0.8107821,152
HCC4006,C,0.8106813,153
HCC2270,C,0.81061417,154
SW900,C,0.8104867,155
NCI-H1568,C,0.8102196,156
NCI-H1573,C,0.81002223,157
SUM149PT,C,0.8098069,158
CFPAC-1,C,0.8096792,159
SNU-1197,C,0.8096576,160
OVCA420,C,0.8094738,161
NCI-H2444,C,0.8094486,162
5637,C,0.80937797,163
NCI-H2228,C,0.8092988,164
SUIT-2,C,0.80891514,165
SNU-216,C,0.8088094,166
hTERT-HME1,C,0.80870706,167
SNU-C2A,C,0.808698,168
NCI-H1437,C,0.80856097,169
LS123,C,0.8084799,170
BT-20,C,0.8084623,171
HCC827 GR5,C,0.8083291,172
OVCAR-4,C,0.8082495,173
Caov-3,C,0.8081687,174
JHOS-2,C,0.8081682,175
KMBC-2,C,0.8079391,176
NCI-H820,C,0.80792874,177
MKN74,C,0.8075806,178
HCC44,C,0.80754536,179
Sq-1,C,0.8071835,180
TGBC11TKB,C,0.80698884,181
HCC364,C,0.8069706,182
TE-10,C,0.80694103,183
TE-4,C,0.8069252,184
SNU-840,C,0.8065859,185
HCC2302,C,0.8065227,186
CAL-12T,C,0.806255,187
COLO 678,C,0.8062435,188
T3M-10,C,0.8062075,189
KPL-4,C,0.8059685,190
PK-45H,C,0.80587655,191
NUGC-3,C,0.8058643,192
SNU-324,C,0.8057286,193
SNU-869,C,0.8057176,194
NCI-H3255,C,0.80571157,195
RT-4,C,0.80552065,196
NCI-H1869,C,0.8054895,197
SNU-61,C,0.8054035,198
SW48,C,0.80536675,199
HCC4011,C,0.8052125,200
SNU-410,C,0.80519974,201
TE-8,C,0.80517364,202
NCI-H2291,C,0.8048071,203
PC-9,C,0.8047777,204
NCI-H2009,C,0.804731,205
KYSE-70,C,0.8047038,206
HCC1171,C,0.80451137,207
KP-4,C,0.80450416,208
HCC515,C,0.80445373,209
HPAC,C,0.8044296,210
MOR/CPR,C,0.8043859,211
NCI-H1975,C,0.8043468,212
LC-1F,C,0.804334,213
SALE,C,0.80426526,214
HDQ-P1,C,0.80419534,215
SU.86.86,C,0.80416995,216
NCI-H2347,C,0.8040725,217
SNU-638,C,0.8038355,218
NCI-H441,C,0.80380136,219
T24,C,0.803787,220
NCI-H2110,C,0.8036972,221
NCI-H358,C,0.803609,222
ABC-1,C,0.8036072,223
SNU-8,C,0.80344045,224
Hs 766T,C,0.803362,225
MOR,C,0.80332905,226
ESS-1,C,0.8032634,227
KU-19-19,C,0.803151,228
HCC38,C,0.80311334,229
HCC15,C,0.80308455,230
BICR 10,C,0.80287284,231
NCI-H1781,C,0.80279857,232
NCI-H2170,C,0.8027337,233
LoVo,C,0.8026892,234
HCA7,C,0.8025507,235
PaTu 8988t,C,0.80222666,236
RCM-1 [Human rectal adenocarcinoma],C,0.80175215,237
HCC193,C,0.8017343,238
OVCAR-3,C,0.80170923,239
NCI-H2126,C,0.8016604,240
MKN7,C,0.8016169,241
SNU-C4,C,0.8015974,242
EFM-192A,C,0.80142236,243
SNU-1196,C,0.8012381,244
HT-1376,C,0.80122536,245
HCC366,C,0.8012165,246
PODO/SVTERT152,C,0.8010735,247
NCI-H647,C,0.8010297,248
RERF-LC-KJ,C,0.80098414,249
OVCA432,C,0.8004881,250
HPAF-II,C,0.8003516,251
COR-L23,C,0.8002085,252
NCI-H1838,C,0.8001967,253
JHUEM-1,C,0.80006546,254
HCC1438,C,0.7999182,255
Capan-1,C,0.79984015,256
PK-59,C,0.7998398,257
LXF 289,C,0.79971373,258
MDA-MB-231,C,0.79970956,259
EKVX,C,0.79969466,260
GTL-16,C,0.7996881,261
NCI-H2405,C,0.7996337,262
C170,C,0.79961765,263
SNU-81,C,0.7986276,264
Panc 02.13,C,0.79854393,265
HEC-1-A,C,0.7984958,266
KYSE-270,C,0.7984554,267
HCC2279,C,0.7984466,268
JHUEM-7,C,0.79803175,269
SK-OV-3,C,0.79800236,270
TT2609-C02,C,0.79765326,271
HCC461,C,0.79754514,272
PEO1,C,0.7975224,273
HBL-100,C,0.79739857,274
LS411N,C,0.7973609,275
A-549,C,0.7972318,276
NCI-H2073,C,0.7972099,277
OV56,C,0.79715747,278
NCC-StC-K140,C,0.79703724,279
HEY A8,C,0.79694456,280
23132/87,C,0.79690206,281
ChaGo-K-1,C,0.7968387,282
SNU-5,C,0.79680145,283
ONCO-DG-1,C,0.79678375,284
JHOS-4,C,0.7967749,285
HEC-251,C,0.7967641,286
OC 314,C,0.7967035,287
SNU-46,C,0.7966665,288
NCI-H1793,C,0.79665756,289
SLR20,C,0.7965052,290
NCI-H2595,C,0.7964172,291
KP-3,C,0.79641086,292
SK-BR-3,C,0.7962845,293
SW1116,C,0.7962292,294
COV644,C,0.79608715,295
HEC-265,C,0.79602015,296
TCC-Pan2,C,0.7958878,297
OELE,C,0.7957658,298
PC-3,C,0.79565114,299
SCC-9,C,0.795632,300
PrEC LH,C,0.7955409,301
SNU-407,C,0.7955343,302
MCF-7,C,0.79538375,303
PANC-1,C,0.79514056,304
NCI-H226,C,0.7948567,305
NCI-H2342,C,0.79484844,306
HT115,C,0.7947774,307
MKN45,C,0.7946947,308
KM12,C,0.7946067,309
IGROV-1,C,0.7945886,310
OAW28,C,0.7944815,311
HCC1395,C,0.79437846,312
MFE-319,C,0.79431015,313
NCI-H2085,C,0.7941724,314
HT-1197,C,0.7939875,315
OVISE,C,0.7938179,316
NCI-H1623,C,0.79368687,317
SNU-119,C,0.793445,318
HOP-62,C,0.7934247,319
EFE-184,C,0.79324347,320
COR-L105,C,0.7932411,321
NCI-H1563,C,0.793224,322
NCI-H1435,C,0.7932207,323
EFO-21,C,0.7932162,324
AGS,C,0.79321027,325
T84,C,0.79313874,326
OV7,C,0.79313743,327
COV362,C,0.7930774,328
JHOC-5,C,0.7928414,329
59M,C,0.7927866,330
8505C,C,0.79272777,331
GAMG,C,0.79247415,332
MKN1,C,0.7924662,333
NCI-H1355,C,0.7923231,334
HT-29,C,0.79226136,335
IST-Mes2,C,0.792247,336
Calu-1,C,0.79221183,337
NCI-H920,C,0.7921114,338
TEN,C,0.79202724,339
NCI-H2452,C,0.79183286,340
JHUEM-3,C,0.7917566,341
NCI-H2023,C,0.7916421,342
AsPC-1,C,0.7915745,343
UO-31,C,0.7914183,344
786-O,C,0.7913491,345
RERF-LC-MS,C,0.7913221,346
PSN1,C,0.79130816,347
SW1710,C,0.7910309,348
HeLa,C,0.790922,349
SNU-601,C,0.7906195,350
HCC1599,C,0.79057586,351
SK-MES-1,C,0.7905636,352
MSTO-211H,C,0.79034203,353
SW480,C,0.7903328,354
SNU-1272,C,0.7901294,355
PaTu 8988s,C,0.7900506,356
MX-1,C,0.7899688,357
NCI-H1734,C,0.78983414,358
HEK TE,C,0.7895647,359
HEY,C,0.78954476,360
ONS-76,C,0.7895252,361
SW1271,C,0.7895162,362
A-498,C,0.7893707,363
RPTEC/TERT1,C,0.78921807,364
SW1417,C,0.78921604,365
NCI-H1693,C,0.7889092,366
CAL-62,C,0.78884315,367
GP2d,C,0.7887905,368
HN,C,0.78871757,369
639V,C,0.78856224,370
Okajima,C,0.7885525,371
CL-11,C,0.7884628,372
HCC1162,C,0.78842235,373
SNU-1040,C,0.7883732,374
HCC4017,C,0.78832144,375
U-BLC1,C,0.78831154,376
RERF-LC-Sq1,C,0.7881449,377
J82,C,0.7881416,378
ZR-75-1,C,0.7879711,379
Hs 746.T,C,0.7879611,380
HCC2688,C,0.78787935,381
SK-RC-20,C,0.78767395,382
SW1573,C,0.7876179,383
SK-LU-1,C,0.78753644,384
TUHR10TKB,C,0.78726465,385
COV413B,C,0.7872375,386
NCI-H2030,C,0.7872218,387
CAL-120,C,0.7871836,388
RKN,C,0.7870489,389
SW948,C,0.7869989,390
NCI-H2804,C,0.78697985,391
JHH-1,C,0.7869703,392
OAW42,C,0.7868933,393
Lu-65,C,0.7868056,394
NCI-H2596,C,0.7867634,395
SNU-886,C,0.7866163,396
AU565,C,0.7865601,397
MIA PaCa-2,C,0.78655344,398
HEC-151,C,0.7865237,399
TUHR4TKB,C,0.7864519,400
CL-14,C,0.7864105,401
CW-2,C,0.7863766,402
RERF-LC-A1,C,0.7863169,403
MDA-MB-436,C,0.78631186,404
T-47d,C,0.7861086,405
NCI-H23,C,0.7860859,406
VMRC-RCZ,C,0.7859489,407
HOP-92,C,0.7858216,408
769-P,C,0.78575486,409
UOK101,C,0.78569037,410
HuG1-N,C,0.78568476,411
HCC1569,C,0.7856226,412
OVTOKO,C,0.7855977,413
GMS-10,C,0.7855318,414
SUM159PT,C,0.78539306,415
BJ hTERT+ SV40 Large T+,C,0.7853382,416
SK-CO-1,C,0.7852824,417
TK-10,C,0.7852562,418
CL-34,C,0.7852297,419
Ishikawa (Heraklio) 02 ER-,C,0.7851467,420
NCI-H2882,C,0.78514004,421
ACHN,C,0.78507555,422
KMRC-20,C,0.7850514,423
Caki-1,C,0.7849084,424
SNU-387,C,0.784905,425
Kuramochi,C,0.78471607,426
Calu-6,C,0.78465724,427
NCI-H2795,C,0.78458357,428
NCI-H460,C,0.7844688,429
CAL-51,C,0.7844492,430
HCC1576,C,0.7842994,431
MDA-MB-361,C,0.7841746,432
CAMA-1,C,0.784156,433
SLR23,C,0.7841016,434
RERF-GC-1B,C,0.7840971,435
UM-UC-3,C,0.78408736,436
SLR25,C,0.78407407,437
BFTC-909,C,0.7840726,438
NCI-H28,C,0.78406686,439
SNU-1033,C,0.7840627,440
KPL-1,C,0.7839999,441
HEC-59,C,0.783873,442
BT-474,C,0.7838326,443
SNU-668,C,0.7837889,444
VMRC-RCW,C,0.78369904,445
CAL-54,C,0.78357077,446
HCC1359,C,0.7834552,447
HEC-1-B,C,0.7833512,448
U-251MG,C,0.7833048,449
UACC-893,C,0.783269,450
SK-HEP-1,C,0.78326577,451
SW1088,C,0.7832338,452
Lu-99,C,0.7832307,453
SNU-1077,C,0.7831491,454
HuCC-T1,C,0.78306204,455
SLR26,C,0.7829511,456
LN-215,C,0.78295064,457
ACC-MESO-1,C,0.7829209,458
BJ hTERT+ SV40 Large T+ RasG12V,C,0.782916,459
COV504,C,0.78287005,460
HOS,C,0.7828067,461
NCI-H2461,C,0.78276277,462
OVCAR-8,C,0.7827461,463
HCC2108,C,0.78270483,464
COLO 201,C,0.78266394,465
LCLC-103H,C,0.7826244,466
IGR-39,C,0.78259075,467
WM983B,C,0.78254956,468
SNU-620,C,0.7824296,469
TUHR14TKB,C,0.7823498,470
SNG-M,C,0.78221583,471
RMG-I,C,0.7822117,472
SW1463,C,0.7821201,473
BT-549,C,0.7820242,474
NCI-H1944,C,0.7820055,475
ZR-75-30,C,0.7819528,476
JL-1,C,0.78193516,477
HT-1080,C,0.78186595,478
SLR24,C,0.7818566,479
DOV13,C,0.7818478,480
JHOM-2B,C,0.7817454,481
NCI-H1792,C,0.7816581,482
LS180,C,0.78158826,483
SF126,C,0.7814611,484
OVKATE,C,0.7812821,485
TOV-21G,C,0.78124356,486
LK-2,C,0.781237,487
T98G,C,0.7812176,488
OE19,C,0.7810501,489
SNU-738,C,0.7809582,490
HCC2218,C,0.78078854,491
NCI-H2803,C,0.7806823,492
253J-BV,C,0.7806655,493
JHOM-1,C,0.7806323,494
DBTRG-05MG,C,0.7804872,495
SNU-175,C,0.78047436,496
HT-55,C,0.78044146,497
SNU-1079,C,0.7804358,498
CAL-148,C,0.7804203,499
HEC-6,C,0.78028405,500
NCI-H1755,C,0.7800862,501
SNU-245,C,0.7800359,502
SF539,C,0.7799184,503
NCI-H2369,C,0.7798899,504
HEC-50B,C,0.77984226,505
SUM52PE,C,0.77978474,506
NCI-H2810,C,0.77974856,507
CACO-2,C,0.77959204,508
NCI-H2135,C,0.7795581,509
NCI-H1819,C,0.779472,510
HMC-1-8,C,0.77935636,511
HCC1187,C,0.77932453,512
MFM-223,C,0.77921486,513
NCI-H2052,C,0.77916473,514
SNU-475,C,0.7791595,515
NCI-H2286,C,0.7791088,516
NCI-H1651,C,0.7790104,517
KE-39,C,0.77889305,518
BHT-101,C,0.7787973,519
SK-MEL-30,C,0.77875656,520
SK-MEL-24,C,0.77874374,521
HCC2429,C,0.7786799,522
SNU-16,C,0.7786493,523
Caki-2,C,0.77856433,524
HCC1011,C,0.77852476,525
SLR21,C,0.77835006,526
IST-Mes1,C,0.7782633,527
NCI-H838,C,0.77825844,528
Caov-4,C,0.77814174,529
KMRC-2,C,0.7780375,530
OCUM-1,C,0.7780239,531
PODO/TERT256,C,0.77797204,532
MDA-MB-175-VII,C,0.7777563,533
JMSU-1,C,0.777687,534
NUGC-4,C,0.7776232,535
MFE-296,C,0.77761084,536
LOU-NH91,C,0.7775695,537
HCC630,C,0.7775037,538
FTC-238,C,0.7774879,539
143B,C,0.77741283,540
SH-10-TC,C,0.7772271,541
SF295,C,0.7772233,542
253J,C,0.77715695,543
LMSU,C,0.77715427,544
SK-UT-1,C,0.7770734,545
HBF/TERT88,C,0.7769657,546
HCC1263,C,0.7768299,547
HCC2885,C,0.77679586,548
HCC-56,C,0.7766885,549
CCK-81,C,0.7765939,550
HCC2157,C,0.77643305,551
FU-OV-1,C,0.7763741,552
HCC1588,C,0.7763132,553
HCC89,C,0.77597106,554
NCE-G 122,C,0.7757305,555
A-427,C,0.775713,556
C2BBe1,C,0.7756832,557
NCI-H1703,C,0.7755655,558
OVSAHO,C,0.77528936,559
SW1783,C,0.7752211,560
LN-18,C,0.7752113,561
MPP 89,C,0.7751545,562
CL-40,C,0.775153,563
KMRC-1,C,0.77515024,564
Li-7,C,0.7750324,565
KATO III,C,0.77492326,566
MG-63,C,0.77490216,567
JHH-6,C,0.77487665,568
IA-LM,C,0.77483726,569
ML-1 [Human thyroid carcinoma],C,0.77479476,570
CAL-78,C,0.7747685,571
LN-340,C,0.7746586,572
Daoy,C,0.7746339,573
A2058,C,0.7746083,574
HCC1419,C,0.77437705,575
MDA-MB-453,C,0.77435136,576
TM-31,C,0.77428925,577
A-1207,C,0.7738785,578
NCI-H1341,C,0.7736553,579
RCC10RGB,C,0.77360106,580
MDA-MB-415,C,0.7735537,581
OS-RC-2,C,0.773505,582
YMB-1,C,0.77347356,583
NCI-H1915,C,0.7733874,584
MDA-MB-330,C,0.7733331,585
NCI-H684,C,0.773067,586
SNU-423,C,0.773032,587
NCI-H2887,C,0.773017,588
COLO 800,C,0.77297306,589
HCC1428,C,0.7729617,590
IOMM-Lee,C,0.77282506,591
TCCSUP,C,0.77276367,592
COV318,C,0.77258575,593
Hs 944.T,C,0.7723741,594
ES-2,C,0.7723724,595
KALS-1,C,0.7723673,596
BT-483,C,0.77234167,597
H4,C,0.7720972,598
SNU-283,C,0.77198887,599
SNU-719,C,0.77187806,600
OVMANA,C,0.7718411,601
SNU-878,C,0.77182966,602
COLO 206F,C,0.77181697,603
TYK-nu,C,0.77174455,604
SW620,C,0.77174085,605
WM88,C,0.77172416,606
NCI-H1048,C,0.7716818,607
SNU-449,C,0.7716662,608
NCI-H1299,C,0.77164936,609
S-117,C,0.77147835,610
A-375,C,0.7714745,611
KMRC-3,C,0.7708044,612
SNB-75,C,0.7706907,613
COLO 794,C,0.7706628,614
NCI-H650,C,0.7706256,615
RKO,C,0.77055675,616
NCI-H508,C,0.7705236,617
HCC2911,C,0.7704388,618
DV-90,C,0.7703435,619
GSU,C,0.7702053,620
KLE,C,0.7701958,621
LN-428,C,0.7701419,622
HCC1195,C,0.7700939,623
LS1034,C,0.7700018,624
8305C,C,0.7696253,625
GB-1,C,0.76935476,626
SNU-182,C,0.76926047,627
NHAHTDD,C,0.769213,628
Hs 683,C,0.76919246,629
SF268,C,0.7691099,630
EFM-19,C,0.76904637,631
NMC-G1,C,0.76901066,632
MeWo,C,0.7688719,633
LS513,C,0.7686819,634
RPMI-7951,C,0.7685909,635
GCT,C,0.76850533,636
HEK293,C,0.7684882,637
SJSA-1,C,0.7684303,638
CH-157MN,C,0.76842004,639
NCI-H2722,C,0.76839375,640
OUMS-23,C,0.76833355,641
NCE-G 118,C,0.76829505,642
C32 [Human melanoma],C,0.7682287,643
hTEC/SVTERT24-B,C,0.7681339,644
SNU-C1,C,0.7680497,645
NCI-H157,C,0.7679248,646
SW403,C,0.76792175,647
WM793,C,0.76785,648
NCI-H520,C,0.76778275,649
SH-4,C,0.76777357,650
LN-382,C,0.76774615,651
HAP1,C,0.76768583,652
BT-12,C,0.76738584,653
SK-LMS-1,C,0.7673309,654
SUM1315MO2,C,0.76719797,655
LN-229,C,0.76704156,656
NCI-H2373,C,0.76703984,657
COLO 849,C,0.7670013,658
LOX-IMVI,C,0.7669846,659
SNU-685,C,0.7669368,660
LN-319,C,0.7667724,661
A-172,C,0.7667451,662
SK-MEL-28,C,0.76662254,663
IM95,C,0.766614,664
NCE-G 84,C,0.7663525,665
LN-235,C,0.7662998,666
U-343MGa,C,0.7662727,667
HCC1534,C,0.76625276,668
BEWO,C,0.76618207,669
KG-1-C,C,0.7661225,670
NCI-H2172,C,0.76607746,671
hTERT-RPE1,C,0.765986,672
GOS-3,C,0.76590854,673
HCC2450,C,0.7657042,674
MDA-MB-435S,C,0.76553446,675
HCC202,C,0.7654753,676
KNS-60,C,0.7652699,677
KNS-81,C,0.76511145,678
Hs 936.T,C,0.7650002,679
OV-90,C,0.76495725,680
GSS,C,0.7649472,681
888-mel,C,0.7643798,682
RERF-LC-OK,C,0.76437604,683
JHUEM-2,C,0.7642661,684
Mel JuSo,C,0.7641536,685
NCE-G 22,C,0.76408464,686
NCE-G 120,C,0.7640361,687
SNU-349,C,0.76400673,688
COLO 741,C,0.76400405,689
8-MG-BA,C,0.76384634,690
SW982,C,0.7638288,691
HCC1482,C,0.7638171,692
MDA-PCa-2b,C,0.7638106,693
YH-13,C,0.7637801,694
HT-144,C,0.76373976,695
CCF-STTG1,C,0.7636305,696
GCIY,C,0.7634535,697
Mel Ho,C,0.7633907,698
PLC/PRF/5,C,0.7633053,699
HLF,C,0.7632707,700
HD-MY-Z,C,0.763232,701
CAS-1,C,0.7632104,702
MDA-MB-435,C,0.76313615,703
Hs 294T,C,0.76302546,704
SW579,C,0.76288664,705
NCE-G 140,C,0.76283807,706
SNU-761,C,0.7626703,707
SNU-1,C,0.76229614,708
MDA-MB-157,C,0.7622242,709
MES-SA,C,0.76217765,710
BJ [Human fibroblast],C,0.762058,711
GI-1,C,0.76196885,712
WM1799,C,0.7619215,713
NCE-G 121,C,0.7618968,714
SNU-1105,C,0.7617221,715
IPC-298,C,0.7615872,716
AN3-CA,C,0.7615331,717
UACC-812,C,0.76149964,718
NCE-G 111,C,0.761377,719
NCI-H1395,C,0.76135063,720
BJ1-hTERT,C,0.76124465,721
JJ012,C,0.7609324,722
HUVEC/TERT2,C,0.7606982,723
JHH-4,C,0.7605137,724
SNU-201,C,0.76041585,725
SNU-489,C,0.7603933,726
Hs 939.T,C,0.7602718,727
42-MG-BA,C,0.7602366,728
Hs 229.T,C,0.7600477,729
SaOS-2,C,0.7600353,730
LN-464,C,0.75998986,731
NCI-H196,C,0.7599508,732
NCE-G 124,C,0.7599027,733
COLO 679,C,0.75989294,734
U-87MG ATCC,C,0.7597419,735
UCSD-242L,C,0.75973374,736
G-361,C,0.7597021,737
FTC-133,C,0.7595261,738
C-33 A,C,0.75943434,739
JHH-5,C,0.7594174,740
U2OS,C,0.7593795,741
LNCaP clone FGC,C,0.7593284,742
537-mel,C,0.7593106,743
JHH-2,C,0.75923675,744
A101D,C,0.75902265,745
LHCN-M2,C,0.75897145,746
Hs 578T,C,0.7588647,747
COLO 829,C,0.7588087,748
EN,C,0.7588082,749
NCE-G 28T,C,0.75868595,750
A-204,C,0.7586358,751
Hs 940.T,C,0.758585,752
PA-1,C,0.7585498,753
TIG-3 TD,C,0.75850385,754
HCC1500,C,0.75844216,755
SNU-626,C,0.7584261,756
NCI-H2004RT,C,0.75838494,757
LNCaP,C,0.758167,758
WM266-4,C,0.7581005,759
LN-308,C,0.75799507,760
KS-1 [Human glioblastoma],C,0.75791657,761
Hs 852.T,C,0.7578798,762
SNU-520,C,0.7578454,763
SuSa,C,0.75761735,764
COLO 792,C,0.75755996,765
HCC1319,C,0.7575189,766
YKG-1,C,0.75751305,767
Hs 729.T,C,0.7574922,768
WM115,C,0.75739694,769
MFE-280,C,0.7573295,770
SK-MEL-5,C,0.7572228,771
M059K,C,0.757177,772
ST486,C,0.75708383,773
IGR-1,C,0.75688136,774
Hs 870.T,C,0.75678456,775
Hs 706.T,C,0.756743,776
SNU-484,C,0.7566398,777
NCE-G 59,C,0.75655645,778
SR,C,0.7565279,779
B-CPAP,C,0.75645804,780
COLO 783,C,0.7564461,781
T1-73,C,0.7562341,782
LN-443,C,0.7562209,783
Hs 888.T,C,0.75616807,784
HHSteC,C,0.7561573,785
VCaP,C,0.75613457,786
AM-38,C,0.75603896,787
HuTu 80,C,0.75560325,788
IGR-37,C,0.75548095,789
Evsa-T,C,0.75540036,790
SK-MEL-3,C,0.7553735,791
Hs 840.T,C,0.7551858,792
A2780,C,0.7551752,793
U-118MG,C,0.75493866,794
UACC-62,C,0.75493807,795
TO 175.T,C,0.7549017,796
fHDF/TERT166,C,0.75484926,797
SU-DHL-1,C,0.7546354,798
COLO 320,C,0.7546233,799
RVH-421,C,0.75461394,800
TIME,C,0.7543301,801
JHH-7,C,0.7541609,802
NCI-H727,C,0.753989,803
NCI-H661,C,0.7539616,804
TE 125.T,C,0.7539575,805
22Rv1,C,0.7538306,806
SK-MEL-1,C,0.7536708,807
COLO 699,C,0.7535659,808
DM-3,C,0.75343966,809
Hs 751.T,C,0.7533347,810
G-292 clone A141B1,C,0.7532507,811
U-138MG,C,0.7530735,812
SW1353,C,0.7530472,813
UACC-257,C,0.75298023,814
OVK18,C,0.75289536,815
SBC-5,C,0.75277513,816
DMS 273,C,0.7527454,817
NCI-H522,C,0.7527081,818
MDST8,C,0.7527037,819
COV434,C,0.7526268,820
Hs 38.T,C,0.75258017,821
HEC-108,C,0.7524774,822
HuH-1,C,0.7524329,823
CHP-212,C,0.7522373,824
SK-MEL-23,C,0.7520741,825
U-178MG,C,0.75202197,826
TE 617.T,C,0.751687,827
TTC-709,C,0.75168,828
U-2197,C,0.75158376,829
RPMI-2650,C,0.7513343,830
Hs 172.T,C,0.7513024,831
SCC-3,C,0.75124407,832
NCI-H660,C,0.7510955,833
Hs 821.T,C,0.7510766,834
HMCB,C,0.75107116,835
Mel 928,C,0.7509987,836
HMY-1,C,0.75096405,837
624-mel,C,0.75081295,838
NCI-H841,C,0.75061536,839
NCE-G 44,C,0.75056916,840
COLO 320DM,C,0.75052875,841
DK-MG,C,0.75051767,842
K029AX,C,0.75047123,843
Hs 343.T,C,0.7501179,844
NCI-H2198,C,0.74971193,845
G-402,C,0.7496686,846
Hs 934.T,C,0.7495182,847
A-704,C,0.7493964,848
TOV-112D,C,0.749337,849
HuH-28,C,0.7491054,850
SNU-398,C,0.748913,851
KMS-11,C,0.7487146,852
Hs 695T,C,0.74858534,853
DEL,C,0.74842715,854
SK-MEL-31,C,0.7482073,855
DND-41,C,0.74807864,856
Hs 618.T,C,0.7480216,857
NCI-H854,C,0.7480196,858
Hs 281.T,C,0.7479682,859
SNU-466,C,0.7479379,860
HGC-27,C,0.7478745,861
Hs 616.T,C,0.7476661,862
KNS-42,C,0.74744666,863
TE 441.T,C,0.74728715,864
NCE-G 130,C,0.7469276,865
Hs 698.T,C,0.74651074,866
G-401,C,0.74620503,867
Hs 863.T,C,0.7460752,868
ASC52telo,C,0.74602747,869
NCI-H211,C,0.7460257,870
WSU-DLCL2,C,0.7459697,871
Hs 739.T,C,0.7458424,872
Malme-3M,C,0.7456842,873
Hs 606.T,C,0.7456635,874
MHH-ES-1,C,0.74564576,875
Hs 895.T,C,0.7456314,876
SU-DHL-5,C,0.7454565,877
NCI-H2066,C,0.74515975,878
Hep 3B2.1-7,C,0.74503386,879
Hs 274.T,C,0.74464077,880
TC-71,C,0.7446121,881
SK-MEL-2,C,0.74459124,882
QGP-1,C,0.7444226,883
NCI-H2077,C,0.7442608,884
Hs 834.T,C,0.74396706,885
Hs 839.T,C,0.7439213,886
Rh30,C,0.743892,887
Hep-G2,C,0.74380463,888
HLF-a,C,0.7435469,889
SK-N-AS,C,0.7431669,890
Hs 600.T,C,0.74292773,891
JURL-MK1,C,0.74233,892
SKM-1,C,0.74197537,893
TE 159.T,C,0.74183595,894
KMS-20,C,0.74170285,895
RS-5,C,0.7416328,896
A-673,C,0.74065864,897
NCE-G 61,C,0.74053305,898
Hs 737.T,C,0.74023837,899
NCI-H1581,C,0.7402374,900
DEOC-1,C,0.7399756,901
KMS-28BM,C,0.7393866,902
Huh-7,C,0.7392964,903
JJN-3,C,0.73873687,904
TTC-1240,C,0.738546,905
Tm87-16,C,0.738353,906
Hs 688(A).T,C,0.7382393,907
HuH-6,C,0.73816925,908
Toledo,C,0.7381048,909
RD,C,0.73783064,910
Hs 675.T,C,0.73734206,911
SUP-M2,C,0.7372183,912
Kasumi-1,C,0.73710334,913
EM-2,C,0.73701924,914
HCC1833,C,0.7370166,915
NCI-H2196,C,0.7370126,916
SK-N-SH,C,0.7369818,917
HSkMC,C,0.73664874,918
K-562,C,0.73654485,919
TF-1,C,0.7365377,920
Hs 742.T,C,0.7364659,921
AML-193,C,0.73645794,922
DMS 114,C,0.7363541,923
NCI-H716,C,0.73606855,924
KMS-34,C,0.73593765,925
TTC-642,C,0.73581594,926
KP-N-SI9s,C,0.7357938,927
SEM,C,0.7347163,928
NCI-H1876,C,0.734623,929
DMS 153,C,0.7343981,930
NCI-H1618,C,0.7341695,931
Mono-Mac-6,C,0.73414683,932
EW-8,C,0.73396665,933
