cell_line,context,spearman_rho,rank
HuP-T4,C,0.55306095,86
KP-2,C,0.5509288,87
SNU-213,C,0.55051625,88
PK-8,C,0.55048805,89
T.T,C,0.55010027,90
SNU-478,C,0.5495619,91
OVCAR-5,C,0.54870594,92
HT-1376,C,0.5476864,93
YAPC,C,0.54695225,94
TE-6,C,0.5461695,95
HARA [Human squamous cell lung carcinoma],C,0.54517835,96
VM-CUB-1,C,0.54252976,97
KYSE-520,C,0.54218566,98
OE33,C,0.5418919,99
MDA-MB-468,C,0.5411208,100
HCC78,C,0.53974235,101
KMBC-2,C,0.5391661,102
Panc 05.04,C,0.53876805,103
PC-14,C,0.53862226,104
Panc 03.27,C,0.5327496,105
HCC2270,C,0.5326208,106
Ca Ski,C,0.5318754,107
Panc 08.13,C,0.53066736,108
NCI-H1650,C,0.5304741,109
HCC1493,C,0.5300123,110
RERF-LC-Ad1,C,0.52924716,111
SALE,C,0.52873427,112
CAL-85-1,C,0.52802,113
PL45,C,0.52772206,114
HCC2935,C,0.5274087,115
BICR 18,C,0.5258043,116
HCC2814,C,0.5253888,117
Panc 10.05,C,0.52405375,118
RMUG-S,C,0.5240158,119
TE-10,C,0.52392447,120
HCC1143,C,0.52300817,121
Panc 04.03,C,0.5219782,122
CAPAN-2,C,0.5208959,123
HCC827 GR5,C,0.52045614,124
JIMT-1,C,0.5201389,125
SNU-840,C,0.5195941,126
RERF-LC-Ad2,C,0.51950943,127
DAN-G,C,0.5191168,128
NCI-H3255,C,0.51884794,129
NCI-H2122,C,0.5185061,130
BT-20,C,0.5178611,131
NCC-StC-K140,C,0.51784444,132
NCI-H2110,C,0.5172671,133
Calu-3,C,0.5169844,134
CaR-1,C,0.51685905,135
NCI-H2126,C,0.51656973,136
HCC827,C,0.5159844,137
HPAF-II,C,0.5155861,138
HCC4006,C,0.515487,139
NCI-H1437,C,0.5154544,140
647V,C,0.5148119,141
HDQ-P1,C,0.511897,142
NCI-H1373,C,0.51044154,143
HCC4011,C,0.5097733,144
NCI-H1869,C,0.5097721,145
PK-45P,C,0.5097433,146
NCI-N87,C,0.50851643,147
NCI-H322,C,0.50825405,148
JH-EsoAd1,C,0.50769687,149
HuP-T3,C,0.5070804,150
RT-4,C,0.50705767,151
SCC-9,C,0.50671566,152
NCI-H747,C,0.5063657,153
YD-8,C,0.5062823,154
MCAS,C,0.5056663,155
SNU-869,C,0.5044465,156
SNU-61,C,0.50340694,157
HPAC,C,0.5031725,158
SU.86.86,C,0.50268555,159
NCI-H3122,C,0.5025223,160
SNU-324,C,0.5020245,161
LS123,C,0.50180084,162
SNU-216,C,0.5013989,163
RERF-LC-KJ,C,0.5013506,164
SW837,C,0.5009437,165
SNU-503,C,0.5003016,166
CFPAC-1,C,0.5002731,167
T3M-10,C,0.50023764,168
EBC-1,C,0.50018185,169
NCI-H2444,C,0.49994045,170
OVCA433,C,0.49992135,171
NCI-H1573,C,0.4998986,172
SNU-1197,C,0.49924853,173
JHOS-2,C,0.49857828,174
SiHa,C,0.4984541,175
SNU-C5,C,0.49820915,176
NCI-H2087,C,0.49798033,177
KCI-MOH1,C,0.49757493,178
PC-9,C,0.49746922,179
NCI-H441,C,0.49688098,180
SW1990,C,0.4960112,181
NCI-H2291,C,0.49594942,182
PaTu 8902,C,0.49512133,183
PrEC LH,C,0.4948298,184
NCI-H1781,C,0.49370605,185
NCI-H820,C,0.4936165,186
Sq-1,C,0.49177215,187
TE-1,C,0.49144524,188
SNU-8,C,0.4911734,189
TGBC11TKB,C,0.4883975,190
HT-1197,C,0.48824936,191
KYSE-140,C,0.48819393,192
SF172,C,0.48773178,193
HN,C,0.4875528,194
NCI-H1568,C,0.48714787,195
NCI-H358,C,0.487016,196
PK-59,C,0.4868862,197
SNU-C2A,C,0.48676634,198
COLO 678,C,0.48646128,199
NCI-H2347,C,0.48635712,200
Hs 766T,C,0.48622623,201
MKN74,C,0.4860235,202
KPL-4,C,0.48589683,203
NCI-H2228,C,0.48579624,204
5637,C,0.4849633,205
SNU-601,C,0.48476017,206
NUGC-3,C,0.48464814,207
Panc 02.13,C,0.4841514,208
T84,C,0.48381,209
SW1116,C,0.48333222,210
Capan-1,C,0.48285514,211
MKN7,C,0.4825814,212
EFO-27,C,0.48016354,213
ABC-1,C,0.47978777,214
SW900,C,0.4781218,215
HCC44,C,0.4778411,216
SUM149PT,C,0.47740015,217
RCM-1 [Human rectal adenocarcinoma],C,0.47715017,218
HEC-265,C,0.47646296,219
HCC2302,C,0.4761506,220
JHOS-4,C,0.4747522,221
TE-4,C,0.47460577,222
OVISE,C,0.47362527,223
Caov-3,C,0.47298026,224
hTERT-HME1,C,0.47246018,225
AsPC-1,C,0.4715776,226
LoVo,C,0.47140142,227
GTL-16,C,0.47127008,228
TCC-Pan2,C,0.47116438,229
CAL-12T,C,0.4711251,230
NCI-H920,C,0.4706623,231
AGS,C,0.47064936,232
OVCAR-4,C,0.4705441,233
EFM-192A,C,0.47040403,234
NCI-H2009,C,0.46979293,235
KYSE-270,C,0.46976593,236
23132/87,C,0.46969116,237
COV644,C,0.4696716,238
CL-40,C,0.46938455,239
COR-L23,C,0.46694252,240
SNU-81,C,0.4656845,241
HuG1-N,C,0.46496716,242
HCC364,C,0.46478283,243
JHOM-2B,C,0.46477783,244
NCI-H1944,C,0.46451363,245
KYSE-70,C,0.46429574,246
KU-19-19,C,0.4630803,247
HT-29,C,0.4629405,248
SNU-C4,C,0.46243745,249
DU145,C,0.46196714,250
SK-BR-3,C,0.46139273,251
JHUEM-7,C,0.4588447,252
NUGC-4,C,0.45881006,253
NCI-H2170,C,0.45854703,254
IM95,C,0.4585138,255
SUIT-2,C,0.4574295,256
NCI-H647,C,0.45737398,257
HT115,C,0.4565258,258
JHUEM-3,C,0.45389816,259
HCC366,C,0.4538037,260
SNU-1196,C,0.45329583,261
C170,C,0.45318988,262
NCI-H2342,C,0.45301324,263
SNU-5,C,0.45244524,264
HCT 15,C,0.4522294,265
SNU-407,C,0.45213363,266
HCC38,C,0.45168132,267
Okajima,C,0.4514557,268
NCI-H1975,C,0.4510032,269
MKN45,C,0.45099038,270
LC-1F,C,0.4509243,271
PEO1,C,0.45069906,272
HCC15,C,0.45058247,273
COR-L105,C,0.45036253,274
KATO III,C,0.45018542,275
HCC1171,C,0.45011628,276
HCA7,C,0.449863,277
NCI-H2073,C,0.4496493,278
NCI-H1838,C,0.44952795,279
NCI-H1435,C,0.4492422,280
HCT 116,C,0.44899777,281
AU565,C,0.44833773,282
HCC2688,C,0.44827437,283
JHUEM-1,C,0.44765186,284
SK-CO-1,C,0.4475732,285
ChaGo-K-1,C,0.44748363,286
CL-34,C,0.44743994,287
NCI-H1623,C,0.44709608,288
MDA-MB-415,C,0.446716,289
NCI-H2405,C,0.4462268,290
MOR/CPR,C,0.44605514,291
NCI-H684,C,0.44556767,292
KM12,C,0.44447157,293
MOR,C,0.44319308,294
EFE-184,C,0.4417762,295
PK-45H,C,0.44173336,296
U-BLC1,C,0.44167712,297
LS180,C,0.44161817,298
OVCAR-3,C,0.4415794,299
HuCC-T1,C,0.44136807,300
HEC-1-A,C,0.44130147,301
UACC-893,C,0.44073492,302
KE-39,C,0.43996662,303
SNU-620,C,0.43920952,304
RERF-GC-1B,C,0.43803686,305
CW-2,C,0.43792123,306
OE19,C,0.43788844,307
HCC2279,C,0.4376143,308
SNU-410,C,0.43703088,309
TEN,C,0.43622178,310
SW948,C,0.4360132,311
EKVX,C,0.43593037,312
Lu-65,C,0.43562955,313
HCC1588,C,0.43469417,314
ONS-76,C,0.43430677,315
BICR 10,C,0.43423575,316
OVCA432,C,0.4339682,317
SK-OV-3,C,0.4320934,318
GSU,C,0.4320313,319
SK-RC-20,C,0.43134555,320
SNU-245,C,0.43121207,321
PaTu 8988s,C,0.43090305,322
HCC515,C,0.43083212,323
JHOC-5,C,0.43060797,324
SNU-119,C,0.43034267,325
NCI-H2085,C,0.4295543,326
ESS-1,C,0.42954606,327
NCI-H2023,C,0.4289097,328
OAW28,C,0.42884058,329
HEC-251,C,0.4285293,330
SNU-16,C,0.4281399,331
RPTEC/TERT1,C,0.42787609,332
RMG-I,C,0.42737737,333
OVKATE,C,0.42666358,334
NCI-H226,C,0.42638054,335
ONCO-DG-1,C,0.42630416,336
COV362,C,0.42614415,337
SNU-638,C,0.42552793,338
OVMANA,C,0.42548403,339
SW1417,C,0.42538324,340
OV56,C,0.425361,341
SW48,C,0.42533058,342
ZR-75-1,C,0.42518517,343
NCI-H1793,C,0.42472002,344
EFO-21,C,0.42470187,345
HCC193,C,0.42453977,346
KP-3,C,0.42448738,347
LS411N,C,0.42424172,348
SNU-719,C,0.42373237,349
SW1463,C,0.42293236,350
CL-14,C,0.4228634,351
HCC1263,C,0.4223428,352
OCUM-1,C,0.42222083,353
SNU-1077,C,0.42220736,354
T24,C,0.42128757,355
COLO 201,C,0.42100003,356
HCC1438,C,0.42072546,357
SNU-1033,C,0.4203409,358
SNU-878,C,0.41980067,359
DV-90,C,0.4196511,360
NCI-H1734,C,0.4195431,361
CL-11,C,0.4194939,362
MKN1,C,0.41947675,363
GP2d,C,0.41943458,364
MDA-MB-361,C,0.41943422,365
HCC-56,C,0.41929442,366
BHT-101,C,0.41923237,367
PC-3,C,0.41922754,368
SNU-46,C,0.41912478,369
SLR21,C,0.41903722,370
NCI-H1355,C,0.41880336,371
NCI-H2795,C,0.418614,372
SNU-283,C,0.41785032,373
TE-8,C,0.41784075,374
Kuramochi,C,0.41645512,375
SNU-1079,C,0.41637895,376
OVTOKO,C,0.41637588,377
MDA-MB-231,C,0.41631728,378
SUM52PE,C,0.4161633,379
NCI-H2595,C,0.41454172,380
ZR-75-30,C,0.41452715,381
COV504,C,0.41444194,382
VMRC-RCW,C,0.41436136,383
SNU-C1,C,0.41389835,384
SNU-1272,C,0.41356066,385
HCC1187,C,0.41322362,386
HT-55,C,0.41297308,387
MX-1,C,0.41280228,388
COLO 206F,C,0.412368,389
JHH-1,C,0.4115656,390
8505C,C,0.411346,391
SNU-1040,C,0.41111463,392
SK-MES-1,C,0.41053265,393
MCF-7,C,0.4096338,394
SNG-M,C,0.408571,395
HeLa,C,0.40834412,396
MFE-319,C,0.40830863,397
HEC-151,C,0.40775448,398
NCI-H508,C,0.40739325,399
NCI-H2452,C,0.40711066,400
SW403,C,0.4070104,401
Li-7,C,0.40508193,402
LXF 289,C,0.40484712,403
SLR25,C,0.40450826,404
PSN1,C,0.40393987,405
LS513,C,0.4032107,406
SNU-520,C,0.40316805,407
IGROV-1,C,0.40291637,408
HBL-100,C,0.40281385,409
A-549,C,0.40262538,410
LS1034,C,0.40208462,411
BT-474,C,0.4020139,412
OELE,C,0.40180245,413
OAW42,C,0.40165585,414
NCI-H2804,C,0.401556,415
SLR26,C,0.4014013,416
CACO-2,C,0.40065426,417
MDA-MB-175-VII,C,0.39966238,418
SLR24,C,0.3991707,419
NCI-H1563,C,0.3987841,420
Caov-4,C,0.39875913,421
JHOM-1,C,0.39847508,422
HCC2218,C,0.39816803,423
SNU-387,C,0.39815116,424
A-498,C,0.3974542,425
TK-10,C,0.39736256,426
OUMS-23,C,0.39727902,427
NCI-H1693,C,0.39675152,428
CAMA-1,C,0.39665475,429
TUHR10TKB,C,0.3953545,430
SLR20,C,0.39467362,431
HCC1195,C,0.39463198,432
TUHR14TKB,C,0.39352807,433
SNU-886,C,0.3934173,434
CCK-81,C,0.39326373,435
HCC1395,C,0.39269686,436
TUHR4TKB,C,0.3926941,437
COV413B,C,0.39128742,438
NCI-H2803,C,0.39062244,439
UO-31,C,0.39048988,440
SNU-761,C,0.38974375,441
253J-BV,C,0.3895665,442
Calu-1,C,0.38865674,443
SW1710,C,0.388154,444
HCC461,C,0.3872725,445
RCC10RGB,C,0.3870572,446
SW480,C,0.38680688,447
RERF-LC-Sq1,C,0.38680375,448
253J,C,0.386322,449
KP-4,C,0.386169,450
C2BBe1,C,0.386139,451
T-47d,C,0.38577443,452
OC 314,C,0.38479388,453
GCIY,C,0.3844444,454
KMRC-20,C,0.3844441,455
SK-MEL-24,C,0.38335133,456
HEC-6,C,0.38328344,457
BEWO,C,0.3832445,458
Caki-2,C,0.38315588,459
SNU-175,C,0.38300085,460
HCC1162,C,0.38284925,461
SUM159PT,C,0.38284636,462
HCC630,C,0.38276368,463
MFM-223,C,0.3823974,464
HEC-59,C,0.38237774,465
JHH-6,C,0.38179618,466
NCI-H1819,C,0.3817454,467
TCCSUP,C,0.3807468,468
HuH-1,C,0.3805264,469
769-P,C,0.38045916,470
KMRC-3,C,0.38041008,471
PANC-1,C,0.38040555,472
KLE,C,0.38019544,473
786-O,C,0.3801614,474
HCC1011,C,0.37993607,475
NCI-H2882,C,0.37981582,476
HCC1599,C,0.37955752,477
KPL-1,C,0.37949026,478
MDA-MB-330,C,0.37914202,479
HCC4017,C,0.37873483,480
HCC1569,C,0.37869692,481
RERF-LC-MS,C,0.3784878,482
SNU-475,C,0.37796056,483
TT2609-C02,C,0.37792087,484
IST-Mes2,C,0.37772,485
SNU-668,C,0.37756488,486
HCC1428,C,0.3773464,487
HCC1419,C,0.37701017,488
JHH-5,C,0.37691793,489
OV-90,C,0.37675688,490
NCI-H2596,C,0.37646654,491
ACHN,C,0.376321,492
CAL-54,C,0.3756708,493
OS-RC-2,C,0.37528914,494
HEC-108,C,0.3751412,495
NCI-H2030,C,0.37501833,496
OV7,C,0.37464392,497
NCI-H1755,C,0.37453765,498
ML-1 [Human thyroid carcinoma],C,0.37387776,499
Caki-1,C,0.37361708,500
NCI-H1395,C,0.37299412,501
ACC-MESO-1,C,0.372673,502
VMRC-RCZ,C,0.37265566,503
59M,C,0.37248197,504
HCC202,C,0.37169397,505
JHH-2,C,0.37095195,506
PODO/SVTERT152,C,0.37073174,507
SLR23,C,0.37060595,508
GAMG,C,0.3697937,509
GMS-10,C,0.36940292,510
NCI-H2369,C,0.3692941,511
JL-1,C,0.36884794,512
LCLC-103H,C,0.36876154,513
HEY A8,C,0.3677856,514
HCC89,C,0.3674532,515
HOP-62,C,0.3665285,516
HEC-1-B,C,0.36618808,517
YMB-1,C,0.36549178,518
HCC2885,C,0.3654147,519
Hs 746.T,C,0.36456957,520
MDA-MB-453,C,0.36411285,521
UOK101,C,0.36390156,522
B-CPAP,C,0.36346048,523
Ishikawa (Heraklio) 02 ER-,C,0.36328334,524
EFM-19,C,0.36317477,525
HCC2157,C,0.3631442,526
J82,C,0.3627922,527
NCI-H2461,C,0.36244482,528
CAL-120,C,0.36229855,529
LOU-NH91,C,0.36216965,530
COV318,C,0.36152527,531
NCI-H2887,C,0.36072195,532
PaTu 8988t,C,0.3603763,533
JHH-4,C,0.36002898,534
KMRC-2,C,0.35943052,535
NCI-H460,C,0.3593438,536
MDA-MB-436,C,0.3586606,537
LN-215,C,0.35848716,538
MPP 89,C,0.3580953,539
CAL-62,C,0.35775974,540
NCI-H2135,C,0.3568,541
IST-Mes1,C,0.35654867,542
NCI-H1651,C,0.35631135,543
HEY,C,0.35579327,544
TOV-21G,C,0.35567585,545
MSTO-211H,C,0.3551546,546
UACC-812,C,0.3547595,547
NCI-H2810,C,0.3544906,548
BT-483,C,0.35416487,549
HOP-92,C,0.35380247,550
SH-10-TC,C,0.35376135,551
NCI-H1792,C,0.35367885,552
NCI-H1341,C,0.353492,553
OVSAHO,C,0.35296434,554
JHH-7,C,0.3513672,555
NMC-G1,C,0.35049137,556
HCC1576,C,0.34979463,557
HEK TE,C,0.34966356,558
HEC-50B,C,0.34958774,559
NCI-H838,C,0.34934866,560
FU-OV-1,C,0.34924185,561
HT-1080,C,0.3492345,562
CAL-51,C,0.3491425,563
NCI-H28,C,0.34913114,564
DBTRG-05MG,C,0.34862772,565
SF126,C,0.34722087,566
KMRC-1,C,0.347083,567
BFTC-909,C,0.34686098,568
NCI-H727,C,0.34661156,569
MIA PaCa-2,C,0.34633473,570
SW1088,C,0.3462621,571
TM-31,C,0.34598702,572
SNU-349,C,0.34422714,573
FTC-238,C,0.3433755,574
SNU-738,C,0.34281328,575
Calu-6,C,0.34262303,576
CAL-148,C,0.34197402,577
HCC1500,C,0.34197363,578
IGR-39,C,0.34174582,579
RKN,C,0.34165522,580
NCI-H2052,C,0.34148687,581
SK-LU-1,C,0.34113255,582
HCC2429,C,0.3408798,583
HCC2911,C,0.34087348,584
Evsa-T,C,0.3407984,585
LN-18,C,0.34066853,586
SF295,C,0.3400068,587
NCE-G 122,C,0.3394155,588
HCC2108,C,0.337321,589
T98G,C,0.33722702,590
RERF-LC-A1,C,0.337213,591
H4,C,0.3371053,592
SNU-182,C,0.33694747,593
MDA-PCa-2b,C,0.3367416,594
SW1271,C,0.33580837,595
SF539,C,0.3356352,596
SNU-449,C,0.3348689,597
SNU-423,C,0.3345836,598
A-704,C,0.33418307,599
SK-HEP-1,C,0.33359784,600
HCC1534,C,0.33318073,601
SNB-75,C,0.33273023,602
PLC/PRF/5,C,0.33254167,603
SW620,C,0.33247218,604
HCC1319,C,0.33207133,605
U-251MG,C,0.33170685,606
Hep-G2,C,0.33139756,607
Hs 944.T,C,0.32988355,608
LMSU,C,0.3291351,609
DOV13,C,0.3282189,610
NCI-H2172,C,0.32815322,611
FTC-133,C,0.32807997,612
COLO 794,C,0.32801497,613
HuH-28,C,0.32762882,614
NCI-H23,C,0.3273543,615
LN-428,C,0.32606503,616
SW1573,C,0.32571602,617
Daoy,C,0.32569608,618
JMSU-1,C,0.3255539,619
NCI-H854,C,0.32525226,620
LK-2,C,0.32480535,621
SW1783,C,0.32473367,622
NCI-H2722,C,0.32428083,623
COLO 800,C,0.32405835,624
8305C,C,0.32396904,625
RERF-LC-OK,C,0.32335892,626
IA-LM,C,0.32235473,627
MG-63,C,0.32198566,628
PODO/TERT256,C,0.32097486,629
NCI-H2373,C,0.32053328,630
NCI-H157,C,0.31988132,631
NCI-H1915,C,0.31948537,632
KNS-60,C,0.31905743,633
8-MG-BA,C,0.31863606,634
NHAHTDD,C,0.3182857,635
BT-549,C,0.31792256,636
Hep 3B2.1-7,C,0.31791005,637
RKO,C,0.31760293,638
NCE-G 118,C,0.31733784,639
BJ hTERT+ SV40 Large T+,C,0.31673148,640
BJ1-hTERT,C,0.31661883,641
A-427,C,0.31600538,642
MDA-MB-435,C,0.31594718,643
WM88,C,0.31583184,644
YH-13,C,0.31557408,645
S-117,C,0.3153773,646
SW982,C,0.31520435,647
JJ012,C,0.31465772,648
LN-382,C,0.31450272,649
HHSteC,C,0.31446388,650
GCT,C,0.31436333,651
KALS-1,C,0.31379706,652
hTERT-RPE1,C,0.31346342,653
CH-157MN,C,0.31282082,654
BJ hTERT+ SV40 Large T+ RasG12V,C,0.3127987,655
C32 [Human melanoma],C,0.31173262,656
LOX-IMVI,C,0.3112454,657
HuH-6,C,0.3106907,658
HCC1359,C,0.31068972,659
UCSD-242L,C,0.31016728,660
TE 125.T,C,0.31016326,661
NCE-G 121,C,0.31012353,662
NCI-H1048,C,0.30995905,663
NCE-G 22,C,0.3096863,664
WM983B,C,0.30967602,665
MDA-MB-435S,C,0.30966175,666
OVCAR-8,C,0.30929062,667
UM-UC-3,C,0.30910778,668
HCC1482,C,0.30889702,669
RPMI-7951,C,0.30836564,670
GB-1,C,0.30826837,671
A2058,C,0.30823618,672
Lu-99,C,0.30748206,673
WM793,C,0.30738074,674
TIME,C,0.30706587,675
SJSA-1,C,0.30684838,676
639V,C,0.30653834,677
Hs 683,C,0.30621305,678
SK-MEL-30,C,0.30579168,679
Hs 294T,C,0.30566886,680
GOS-3,C,0.30555394,681
KNS-81,C,0.30510968,682
KG-1-C,C,0.30510008,683
HT-144,C,0.3049602,684
HOS,C,0.30478135,685
SK-MEL-31,C,0.30437478,686
CAL-78,C,0.30400857,687
BT-12,C,0.30391186,688
COLO 792,C,0.30385065,689
LN-319,C,0.3030395,690
COLO 829,C,0.30273813,691
NCE-G 84,C,0.30273715,692
IOMM-Lee,C,0.30265784,693
MDA-MB-157,C,0.3016841,694
A-1207,C,0.30156162,695
Hs 939.T,C,0.30148518,696
A-375,C,0.30129135,697
NCI-H2286,C,0.30112496,698
HMC-1-8,C,0.30039695,699
HUVEC/TERT2,C,0.30026877,700
NCE-G 120,C,0.30010784,701
NCI-H520,C,0.30007198,702
LN-235,C,0.29968438,703
GSS,C,0.29905495,704
HCC2450,C,0.2984799,705
AM-38,C,0.29762194,706
HLF,C,0.29761025,707
TYK-nu,C,0.2972372,708
NCE-G 111,C,0.2968177,709
U-343MGa,C,0.2966961,710
A101D,C,0.29668996,711
CCF-STTG1,C,0.29650468,712
TO 175.T,C,0.2964582,713
ES-2,C,0.29631785,714
MeWo,C,0.29608786,715
NCI-H650,C,0.29596135,716
SuSa,C,0.29567346,717
WM1799,C,0.29565272,718
143B,C,0.2952427,719
Hs 578T,C,0.29523283,720
MFE-280,C,0.29400426,721
NCI-H196,C,0.29365328,722
SK-MEL-28,C,0.2936014,723
SK-LMS-1,C,0.2935429,724
NCI-H660,C,0.29323104,725
COLO 849,C,0.2931602,726
LN-340,C,0.29310742,727
LN-229,C,0.29310253,728
Huh-7,C,0.2930064,729
DEL,C,0.29239598,730
ST486,C,0.29237708,731
Hs 940.T,C,0.2919228,732
SH-4,C,0.29186,733
LNCaP clone FGC,C,0.2916301,734
LN-308,C,0.29139745,735
T1-73,C,0.29125348,736
SW1353,C,0.29089952,737
DM-3,C,0.29045424,738
M059K,C,0.29038218,739
Hs 852.T,C,0.29012614,740
SNU-626,C,0.28996393,741
Fu97,C,0.28953114,742
Hs 751.T,C,0.28941897,743
MFE-296,C,0.28920433,744
888-mel,C,0.2876683,745
LNCaP,C,0.28763267,746
NCI-H2198,C,0.28739828,747
WM266-4,C,0.2872134,748
Hs 821.T,C,0.28669915,749
SNU-201,C,0.28644592,750
hTEC/SVTERT24-B,C,0.2863815,751
SCC-3,C,0.285896,752
U2OS,C,0.28525424,753
NCI-H1703,C,0.28480676,754
SK-UT-1,C,0.28462654,755
BJ [Human fibroblast],C,0.2835359,756
HBF/TERT88,C,0.28332004,757
NCE-G 130,C,0.28274205,758
Mel JuSo,C,0.2826737,759
Hs 675.T,C,0.28262633,760
A-172,C,0.28235725,761
Mel Ho,C,0.28205088,762
MES-SA,C,0.28189138,763
Hs 616.T,C,0.28183806,764
COLO 699,C,0.2803802,765
Hs 706.T,C,0.2799503,766
SNU-685,C,0.2798609,767
NCE-G 124,C,0.27896106,768
Hs 698.T,C,0.27859882,769
DND-41,C,0.27850172,770
SNU-489,C,0.27827138,771
537-mel,C,0.2782622,772
BEN,C,0.2779842,773
Hs 834.T,C,0.27785614,774
Hs 888.T,C,0.27750283,775
fHDF/TERT166,C,0.2772295,776
Hs 729.T,C,0.27672005,777
Hs 274.T,C,0.2766851,778
SK-MEL-5,C,0.27545273,779
RVH-421,C,0.2754156,780
Hs 38.T,C,0.27521387,781
UACC-257,C,0.27481332,782
UACC-62,C,0.27455443,783
COLO 741,C,0.27430978,784
NCE-G 28T,C,0.27427584,785
SNU-1105,C,0.2742151,786
SNU-1,C,0.27403396,787
RPMI-8226,C,0.27396157,788
U-87MG ATCC,C,0.27383912,789
SF268,C,0.27380288,790
Hs 695T,C,0.27340487,791
IGR-1,C,0.27340147,792
Hs 936.T,C,0.2733379,793
HLF-a,C,0.27330744,794
Hs 255.T,C,0.27289116,795
A-204,C,0.27287507,796
SK-MEL-2,C,0.2728356,797
K029AX,C,0.2724761,798
Hs 840.T,C,0.27244157,799
Hs 172.T,C,0.27202123,800
Hs 737.T,C,0.27158093,801
KS-1 [Human glioblastoma],C,0.27088222,802
LN-464,C,0.27023387,803
HSkMC,C,0.27017823,804
COLO 783,C,0.27002853,805
Hs 600.T,C,0.26952976,806
ASC52telo,C,0.26892573,807
SW579,C,0.26879665,808
NCE-G 140,C,0.2687863,809
VCaP,C,0.2687117,810
Hs 934.T,C,0.2680215,811
Hs 822.T,C,0.26787436,812
U-2197,C,0.26740906,813
SaOS-2,C,0.26734284,814
Karpas-620,C,0.26715848,815
RS-5,C,0.26711553,816
IPC-298,C,0.26695856,817
TE 159.T,C,0.2667205,818
WM115,C,0.2664051,819
SK-MEL-23,C,0.265366,820
COLO 679,C,0.26533657,821
NCI-H2004RT,C,0.26523823,822
HD-MY-Z,C,0.26521236,823
HCC1833,C,0.2646696,824
RPMI-2650,C,0.26382992,825
Hs 870.T,C,0.26354405,826
U-118MG,C,0.26352465,827
Malme-3M,C,0.26325232,828
SU-DHL-1,C,0.263125,829
AML-193,C,0.26271665,830
LAMA-84,C,0.2617872,831
Rh18,C,0.26028422,832
NCI-H1299,C,0.26013955,833
42-MG-BA,C,0.26010334,834
Hs 229.T,C,0.2600866,835
CAS-1,C,0.25992876,836
Hs 343.T,C,0.2594636,837
SNU-466,C,0.25938356,838
NCE-G 59,C,0.25927946,839
Hs 895.T,C,0.2592735,840
Karpas-299,C,0.25888157,841
TIG-3 TD,C,0.25865585,842
Hs 618.T,C,0.25854275,843
U-178MG,C,0.25784993,844
SR,C,0.25782156,845
Hs 742.T,C,0.25722966,846
Hs 606.T,C,0.25712475,847
DEOC-1,C,0.2570807,848
Hs 839.T,C,0.2566907,849
SUM1315MO2,C,0.25659758,850
Hs 281.T,C,0.25586224,851
G-361,C,0.25466463,852
DK-MG,C,0.25447288,853
Mel 928,C,0.25423107,854
Hs 863.T,C,0.25389788,855
QGP-1,C,0.2535262,856
Hs 688(A).T,C,0.25330827,857
TF-1,C,0.25309485,858
Hs 739.T,C,0.25300556,859
KMS-20,C,0.2527603,860
ASC2telo differentiated,C,0.2525824,861
AN3-CA,C,0.25257826,862
HMY-1,C,0.25256455,863
624-mel,C,0.25228682,864
NCE-G 44,C,0.2518154,865
HAP1,C,0.25164986,866
Hs 819.T,C,0.25051448,867
KNS-42,C,0.24992959,868
HEK293,C,0.24986684,869
PA-1,C,0.24963655,870
NCI-H2066,C,0.24956504,871
DMS 53,C,0.24924505,872
MDST8,C,0.24888399,873
22Rv1,C,0.24806987,874
GDM-1,C,0.2478868,875
SK-MEL-3,C,0.24788316,876
EM-2,C,0.24715585,877
DU4475,C,0.24685387,878
SU-DHL-5,C,0.24666642,879
COLO 668,C,0.24604768,880
OVK18,C,0.24519359,881
Ki-JK,C,0.24479474,882
NCI-H211,C,0.24456267,883
DMS 273,C,0.24433804,884
NCI-H2196,C,0.24432594,885
GI-1,C,0.2441013,886
SK-MEL-1,C,0.2439926,887
LN-443,C,0.24384004,888
HGC-27,C,0.2438166,889
NB4,C,0.24376145,890
HNT-34,C,0.2434301,891
U-138MG,C,0.24299891,892
MHH-ES-1,C,0.24241787,893
HMCB,C,0.24229816,894
JHUEM-2,C,0.24226134,895
BV-173,C,0.24192734,896
NU-DHL-1,C,0.24128008,897
DMS 153,C,0.24125423,898
MUTZ-3,C,0.24048866,899
MDA-MB-134-VI,C,0.24001862,900
A-673,C,0.2399541,901
SKM-1,C,0.23992649,902
SNU-484,C,0.23968124,903
SUP-M2,C,0.23853298,904
A4/Fukuda,C,0.23847325,905
MM1.S,C,0.23813732,906
YKG-1,C,0.23784745,907
G-402,C,0.23748492,908
CHP-212,C,0.23740819,909
DMS 454,C,0.23679942,910
LHCN-M2,C,0.23665212,911
IGR-37,C,0.2364981,912
TE 441.T,C,0.23634636,913
KE-97,C,0.23594262,914
JK-1,C,0.23580126,915
SUP-B15,C,0.23420916,916
SIG-M5,C,0.23388071,917
MEG-01,C,0.23347461,918
SK-N-AS,C,0.23306197,919
NCI-H2029,C,0.23303747,920
KP-N-SI9s,C,0.23283848,921
COLO 320,C,0.23263334,922
MOLM-13,C,0.23179184,923
PLB-985,C,0.2316943,924
RD,C,0.23142779,925
THP-1,C,0.23138598,926
BDCM,C,0.23082843,927
G-292 clone A141B1,C,0.23072469,928
