target_gene,source_target_gene,dataset_id,dataset_context_id,canonical_context_id,study_id,perturbation_modality,crispri,n_cells,n_cells_status,n_cells_source,n_cells_scope,n_guides,n_control_cells,guide_level_metadata_available,raw_counts_available,knockdown_efficiency_available,knockdown_efficiency,source_variant_id,source_url,target_list_source,confidence,present_in_vcc2026_panel,assay_family,notes
ACAT2,ACAT2,vcc2025_h1,vcc2025_h1::H1,H1,vcc2025,CRISPRi,True,1765,exact,source_targets/vcc2025_h1_counts.csv,All cells retained in the scPertEval hosted representation after its documented cell QC and assigned to the perturbation label.,,38176,False,False,False,,vcc2025_h1_scperteval,https://storage.googleapis.com/scperteval/processed/arch1_processed_complete.h5ad,remote H5AD obs/perturbation categorical metadata,high,False,unknown,Cell counts are after scPertEval QC; original count-level representation is not verified here.
ELP2,ELP2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,101,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ELP3,ELP3,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,210,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ELP4,ELP4,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,50,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ELP5,ELP5,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,154,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ELP6,ELP6,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,100,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EMC1,EMC1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,81,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EMC3,EMC3,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,86,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EMC4,EMC4,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,52,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EMC7,EMC7,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,69,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EMG1,EMG1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,47,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ENO1,ENO1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,70,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ENY2,ENY2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,102,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EP400,EP400,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,92,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EPB41L2,EPB41L2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,79,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EPRS,EPRS,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,70,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EPS8L1,EPS8L1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,489,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ERAL1,ERAL1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,143,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ERCC2,ERCC2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,89,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ERCC3,ERCC3,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,86,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ERH,ERH,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,4,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ERVW-1,ERVW-1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,167,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ESF1,ESF1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,238,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ESPL1,ESPL1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,23,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ESPN,ESPN,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,349,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ESYT1,ESYT1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,117,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ESYT2,ESYT2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,58,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ETF1,ETF1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,68,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
ETV4,ETV4,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,33,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EWSR1,EWSR1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,89,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOC1,EXOC1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,85,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOC2,EXOC2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,84,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOC3,EXOC3,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,54,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOC4,EXOC4,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,48,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOC5,EXOC5,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,102,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOC7,EXOC7,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,93,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOC8,EXOC8,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,59,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC1,EXOSC1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,84,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC10,EXOSC10,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,55,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC2,EXOSC2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,116,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC3,EXOSC3,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,129,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC4,EXOSC4,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,185,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC5,EXOSC5,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,167,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC6,EXOSC6,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,7,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC7,EXOSC7,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,74,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC8,EXOSC8,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,92,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
EXOSC9,EXOSC9,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,52,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
F8A1,F8A1,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,94,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAF2,FAF2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,82,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM102B,FAM102B,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,119,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM133B,FAM133B,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,52,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM136A,FAM136A,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,502,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM207A,FAM207A,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,136,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM229A,FAM229A,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,233,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM32A,FAM32A,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,37,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM50A,FAM50A,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,43,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FAM72D,FAM72D,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,34,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FARS2,FARS2,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,47,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FARSA,FARSA,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,136,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FARSB,FARSB,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,63,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
FASN,FASN,nadig2025,nadig2025::Jurkat,Jurkat,nadig2025,CRISPRi,True,29,exact,source_targets/nadig_jurkat_counts.csv,All cells in the scPerturb harmonized representation assigned to the perturbation label; no additional atlas filter is applied.,,12013,True,True,False,,nadig_jurkat_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Cell counts precede scPertEval trimming and are nominal observations without quality filtering.
